value,ioc_type,first_seen,last_seen,malware,threat_type,reporter,features.confidence,features.has_malware,features.ioc_type,features.threat_type,features.days_since_first_seen
wso-50081.portmap.host,domain,2025-09-14 18:01:52,,win.xworm,botnet_cc,DonPasci,100,1,,,
218.50.136.74:30,ip,2025-09-14 18:01:52,,win.xworm,botnet_cc,DonPasci,100,1,,,
gta5.servegame.com,domain,2025-09-14 18:02:16,,win.quasar_rat,botnet_cc,DonPasci,100,1,,,
91.200.220.136:8081,ip,2025-09-14 18:01:52,,win.xworm,botnet_cc,DonPasci,100,1,,,
101.32.182.151:3288,ip,2025-09-14 18:03:07,,win.valley_rat,botnet_cc,DonPasci,100,1,,,
https://rhusdniw.shop/teyg,url,2025-09-14 18:02:22,,win.lumma,botnet_cc,DonPasci,100,1,,,
costs-na.gl.at.ply.gg,domain,2025-09-14 18:02:16,,win.quasar_rat,botnet_cc,DonPasci,100,1,,,
t.d8w6l.ru,domain,2025-09-14 18:04:14,2025-09-14 19:19:35,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
101.32.182.151:3277,ip,2025-09-14 18:03:07,,win.valley_rat,botnet_cc,DonPasci,100,1,,,
bazttlew.shop,domain,2025-09-14 18:27:55,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
b.f2g5q.ru,domain,2025-09-14 18:11:24,2025-09-14 22:16:13,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
mannewd.shop,domain,2025-09-14 18:27:55,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
vitambio.shop,domain,2025-09-14 18:27:55,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
incocrrm.shop,domain,2025-09-14 18:27:55,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
constkj.shop,domain,2025-09-14 18:27:55,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
blackrz.shop,domain,2025-09-14 18:27:56,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
fissiklo.shop,domain,2025-09-14 18:27:56,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
scombxu.shop,domain,2025-09-14 18:27:56,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
rhusdniw.shop,domain,2025-09-14 18:27:56,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
flnsyfb.qpon,domain,2025-09-14 18:27:56,2025-09-15 09:39:42,win.lumma,botnet_cc,DonPasci,100,1,,,
y.q1s6c.ru,domain,2025-09-14 19:00:47,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
ar.x8q0h.ru,domain,2025-09-14 18:43:28,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
bc.d3l4d.ru,domain,2025-09-14 19:44:00,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
ab.b3x1p.ru,domain,2025-09-14 19:10:57,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
bh.d3l4d.ru,domain,2025-09-14 19:03:19,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
ao.n9t6m.ru,domain,2025-09-14 19:53:09,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
43.139.146.100:80,ip,2025-09-14 20:01:49,2025-09-15 13:52:43,win.cobalt_strike,botnet_cc,DonPasci,100,1,,,
128.199.248.213:8081,ip,2025-09-14 20:01:47,2025-09-15 13:51:30,win.cobalt_strike,botnet_cc,DonPasci,100,1,,,
45.196.234.130:443,ip,2025-09-14 20:01:46,2025-09-15 13:52:53,win.cobalt_strike,botnet_cc,DonPasci,100,1,,,
23.226.54.38:7001,ip,2025-09-14 20:01:50,2025-09-15 04:00:10,win.cobalt_strike,botnet_cc,DonPasci,100,1,,,
23.254.250.11:2707,ip,2025-09-14 20:02:10,2025-09-15 13:47:27,win.remcos,botnet_cc,DonPasci,100,1,,,
196.251.116.98:2404,ip,2025-09-14 20:02:10,2025-09-15 13:46:34,win.remcos,botnet_cc,DonPasci,100,1,,,
108.61.217.205:53,ip,2025-09-14 20:02:12,2025-09-15 13:43:47,win.pupy,botnet_cc,DonPasci,100,1,,,
146.70.67.58:6513,ip,2025-09-14 20:02:11,2025-09-15 13:44:31,win.remcos,botnet_cc,DonPasci,100,1,,,
149.104.28.64:8888,ip,2025-09-14 20:02:24,2025-09-15 04:00:22,unknown,botnet_cc,DonPasci,100,1,,,
45.59.122.64:443,ip,2025-09-14 20:02:15,2025-09-15 13:48:18,win.sliver,botnet_cc,DonPasci,100,1,,,
185.231.227.245:8808,ip,2025-09-14 20:02:25,2025-09-15 13:46:05,win.asyncrat,botnet_cc,DonPasci,100,1,,,
38.54.13.61:8808,ip,2025-09-14 20:02:25,2025-09-15 13:47:55,win.asyncrat,botnet_cc,DonPasci,100,1,,,
194.12.8.26:7443,ip,2025-09-14 20:02:32,2025-09-15 13:46:26,unknown,botnet_cc,DonPasci,100,1,,,
185.196.11.223:111,ip,2025-09-14 20:02:26,2025-09-15 13:45:59,win.asyncrat,botnet_cc,DonPasci,100,1,,,
74.48.140.110:8082,ip,2025-09-14 20:02:34,2025-09-15 04:00:32,apk.hook,botnet_cc,DonPasci,100,1,,,
213.111.157.235:7443,ip,2025-09-14 20:02:33,2025-09-15 13:47:14,unknown,botnet_cc,DonPasci,100,1,,,
102.117.164.172:7443,ip,2025-09-14 20:02:32,2025-09-15 13:43:07,unknown,botnet_cc,DonPasci,100,1,,,
2.58.84.249:8080,ip,2025-09-14 20:02:37,2025-09-15 04:00:40,win.venom,botnet_cc,DonPasci,100,1,,,
webmail.146-190-137-132.cprapid.com,domain,2025-09-14 20:02:34,2025-09-15 04:00:32,apk.hook,botnet_cc,DonPasci,100,1,,,
37.60.241.145:80,ip,2025-09-14 20:02:50,2025-09-15 04:00:54,elf.moobot,botnet_cc,DonPasci,100,1,,,
147.185.221.31:48580,ip,2025-09-14 20:02:38,,win.venom,botnet_cc,DonPasci,100,1,,,
38.45.123.74:9000,ip,2025-09-14 20:25:09,,win.valley_rat,botnet_cc,abuse_ch,100,1,,,
n.p2j4k.ru,domain,2025-09-14 20:24:52,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
z.t4c5d.ru,domain,2025-09-14 20:02:52,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
113.240.86.32:10250,ip,2025-09-14 20:43:38,2025-09-15 13:43:53,win.deimos_c2,botnet_cc,abuse_ch,75,1,,,
104.140.154.108:30158,ip,2025-09-14 20:43:14,2025-09-15 13:43:18,win.deimos_c2,botnet_cc,abuse_ch,75,1,,,
38.211.230.5:443,ip,2025-09-14 20:47:59,,win.doplugs,botnet_cc,Rony,100,1,,,
38.211.230.5:5985,ip,2025-09-14 20:47:59,,win.doplugs,botnet_cc,Rony,100,1,,,
f.p2j4k.ru,domain,2025-09-14 20:46:06,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
x.d8w6l.ru,domain,2025-09-14 20:52:43,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
75.2.11.125:8129,ip,2025-09-14 20:48:11,2025-09-15 13:49:14,win.deimos_c2,botnet_cc,abuse_ch,75,1,,,
dpi.schermgebroken.nl,domain,2025-09-14 21:10:26,2025-09-15 08:10:27,win.vidar,botnet_cc,abuse_ch,75,1,,,
https://dpi.amajed.com,url,2025-09-14 21:10:25,2025-09-15 08:10:26,win.vidar,botnet_cc,abuse_ch,75,1,,,
af.g7r7s.ru,domain,2025-09-14 20:54:45,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
dpi.amajed.com,domain,2025-09-14 21:10:26,2025-09-15 08:10:26,win.vidar,botnet_cc,abuse_ch,75,1,,,
https://dpi.schermgebroken.nl,url,2025-09-14 21:10:26,2025-09-15 08:10:27,win.vidar,botnet_cc,abuse_ch,75,1,,,
bb.n5m4t.ru,domain,2025-09-14 21:18:40,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
am.n5m4t.ru,domain,2025-09-14 21:13:36,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
r.p2j4k.ru,domain,2025-09-14 21:56:22,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
v.d3g7t.ru,domain,2025-09-14 21:43:08,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
ai.w2r1k.ru,domain,2025-09-14 21:37:34,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
91.238.123.36:6000,ip,2025-09-14 22:00:20,,win.xworm,botnet_cc,abuse_ch,100,1,,,
bf.k5b2q.ru,domain,2025-09-14 22:06:01,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
m.k5b2q.ru,domain,2025-09-14 22:01:29,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
7z.l5228.ru,domain,2025-09-14 22:33:31,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
a.l5228.ru,domain,2025-09-14 22:16:41,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
aj.g0s1f.ru,domain,2025-09-14 22:10:06,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
42.51.34.56:8011,ip,2025-09-14 22:50:12,2025-09-15 13:52:39,win.cobalt_strike,botnet_cc,abuse_ch,75,1,,,
q9.zpozu.ru,domain,2025-09-14 22:44:44,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
k.s836.ru,domain,2025-09-14 23:44:47,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
fz7.zpozu.ru,domain,2025-09-14 23:02:31,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
108.187.6.98:14994,ip,2025-09-15 00:02:04,2025-09-15 04:00:14,win.ghost_rat,botnet_cc,DonPasci,100,1,,,
108.187.6.166:14994,ip,2025-09-15 00:02:04,2025-09-15 04:00:14,win.ghost_rat,botnet_cc,DonPasci,100,1,,,
108.187.6.254:14994,ip,2025-09-15 00:02:04,2025-09-15 04:00:16,win.ghost_rat,botnet_cc,DonPasci,100,1,,,
213.209.143.110:2602,ip,2025-09-15 00:02:38,2025-09-15 13:47:16,win.remcos,botnet_cc,DonPasci,100,1,,,
195.177.94.190:2404,ip,2025-09-15 00:02:37,2025-09-15 13:46:30,win.remcos,botnet_cc,DonPasci,100,1,,,
185.231.227.245:7707,ip,2025-09-15 00:02:52,2025-09-15 13:46:05,win.asyncrat,botnet_cc,DonPasci,100,1,,,
209.94.60.139:4443,ip,2025-09-15 00:02:48,,win.sliver,botnet_cc,DonPasci,100,1,,,
196.251.116.98:5000,ip,2025-09-15 00:02:38,2025-09-15 13:46:34,win.remcos,botnet_cc,DonPasci,100,1,,,
185.208.156.153:1860,ip,2025-09-15 00:02:53,2025-09-15 13:46:02,win.asyncrat,botnet_cc,DonPasci,100,1,,,
108.181.218.151:8808,ip,2025-09-15 00:02:53,2025-09-15 13:43:47,win.asyncrat,botnet_cc,DonPasci,100,1,,,
62.113.59.116:443,ip,2025-09-15 00:03:33,2025-09-15 13:48:58,win.havoc,botnet_cc,DonPasci,100,1,,,
161.35.210.153:443,ip,2025-09-15 00:03:29,2025-09-15 04:00:28,unknown,botnet_cc,DonPasci,100,1,,,
2m.s836.ru,domain,2025-09-15 00:04:38,,js.clearfake,payload_delivery,threatcat_ch,100,1,,,
140.228.29.149:4449,ip,2025-09-15 00:03:34,2025-09-15 04:00:38,win.venom,botnet_cc,DonPasci,100,1,,,
82.147.84.79:8081,ip,2025-09-15 00:03:34,2025-09-15 04:00:39,win.venom,botnet_cc,DonPasci,100,1,,,
bd0919ee3e36fc61894b7ce7aedfd47fe56fc18beaa03d9baedf22a40186d0c6,sha256_hash,2025-09-15 00:25:42,,win.xworm,payload,Grim,95,1,,,
176.46.158.38:80,ip,2025-09-15 00:04:39,,win.empire_downloader,botnet_cc,DonPasci,100,1,,,
919ae664d7901babd114dfb122ff3c7f,md5_hash,2025-09-15 00:25:43,,win.xworm,payload,Grim,95,1,,,
695b59085df23fff75bed9014d4bb8a983c1e5c8,sha1_hash,2025-09-15 00:25:43,,win.valley_rat,payload,Grim,95,1,,,
e5c0471b080f6b4fd5161bdf81e20ebc64f7ab8d,sha1_hash,2025-09-15 00:25:42,,win.xworm,payload,Grim,95,1,,,
5bfd0be866c7a60b08dcfcb62d443e3fe870ba2f,sha1_hash,2025-09-15 00:25:44,,win.troystealer,payload,Grim,95,1,,,
3838297c3967860e650e074164bf84b7fdd8c06e6bd63831b31c0a9bd6e46a1e,sha256_hash,2025-09-15 00:25:44,,win.troystealer,payload,Grim,95,1,,,
5955c621a801b3e3eb1cae8bbbbfa9c271ce90a66ba4da7f076274a49222273b,sha256_hash,2025-09-15 00:25:45,,win.aurotun_stealer,payload,Grim,95,1,,,
4e46867650327f0e3419be229e9dd1c67528bd00df72f505ef08e8d6a40f6760,sha256_hash,2025-09-15 00:25:44,,win.valley_rat,payload,Grim,95,1,,,
20674ce21bb9c5fdca35f606acf9712d,md5_hash,2025-09-15 00:25:44,,win.valley_rat,payload,Grim,95,1,,,
bcc9db90289a036fd301212c663ac791,md5_hash,2025-09-15 00:25:45,,win.troystealer,payload,Grim,95,1,,,
5234c40cae90bfd1f0df6bffc649394d71e749cd,sha1_hash,2025-09-15 00:25:45,,win.aurotun_stealer,payload,Grim,95,1,,,
a700c683e16c9965f673214d8c91ebc7cb21c3dc4fa42deb40200816e7fbd9ce,sha256_hash,2025-09-15 00:25:46,,win.valley_rat,payload,Grim,95,1,,,
2f1c588af30451d6897fece410b999e6,md5_hash,2025-09-15 00:25:46,,win.valley_rat,payload,Grim,95,1,,,
1e528551011046741c1d2902d6a10c68,md5_hash,2025-09-15 00:25:46,,win.aurotun_stealer,payload,Grim,95,1,,,
6aaf766c62dedf19b92ce64afd8e602ec100d8f5,sha1_hash,2025-09-15 00:25:46,,win.valley_rat,payload,Grim,95,1,,,
0380c01d290b6b77769d1494aa19fea1b893446a0048330314a93b695f0ec1dd,sha256_hash,2025-09-15 00:25:47,,win.pony,payload,Grim,95,1,,,
2f2988f95692d3119e50f174619653a1,md5_hash,2025-09-15 00:25:47,,win.pony,payload,Grim,95,1,,,
9f0002d489d152c430ca09e53cad5ef2e7ba6ace,sha1_hash,2025-09-15 00:25:48,,win.luca_stealer,payload,Grim,95,1,,,
c903f04c22f19d32bdf76bbd9ef4a8c98befaa7d,sha1_hash,2025-09-15 00:25:47,,win.pony,payload,Grim,95,1,,,
dc3ab759a3eae204a8584002c3cd26482f19f0dc,sha1_hash,2025-09-15 00:25:48,,win.rhadamanthys,payload,Grim,95,1,,,
a17b22c0eedfc76e3c98dedb4f0c7655370a70a3a715d82f253b5b5824be6105,sha256_hash,2025-09-15 00:25:48,,win.rhadamanthys,payload,Grim,95,1,,,
78bf582ad60746d549101e43d452bb31,md5_hash,2025-09-15 00:25:48,,win.rhadamanthys,payload,Grim,95,1,,,
e7b3ab537552af4fee9524795dc17039,md5_hash,2025-09-15 00:25:49,,win.luca_stealer,payload,Grim,95,1,,,
59663a52cb66b65add2b5e1023139895b6a98002,sha1_hash,2025-09-15 00:25:49,,win.coinminer,payload,Grim,95,1,,,
7823acfc0669d5cb2db35ea2f0e997b7ec720db1,sha1_hash,2025-09-15 00:25:50,,win.xworm,payload,Grim,95,1,,,
7493625ccbcd2c75a6d7fd602d16da2a77fb31bb721a5109580f06de540561c9,sha256_hash,2025-09-15 00:25:50,,win.xworm,payload,Grim,95,1,,,
bde2e44fce18b40c376b567419758cd15551227e87e0fa6c916acba77971f14d,sha256_hash,2025-09-15 00:25:49,,win.luca_stealer,payload,Grim,95,1,,,
f26b784e04e90dac9055e4297deb0d05,md5_hash,2025-09-15 00:25:51,,win.salatstealer,payload,Grim,95,1,,,
fe55e4f54a33e553a9e20dd0f3cae2f1463f7aaf8a7fe6409c6f1aab95fb8fe0,sha256_hash,2025-09-15 00:25:50,,win.coinminer,payload,Grim,95,1,,,
59b5e466222ed80c8ad5ab109f15c788,md5_hash,2025-09-15 00:25:50,,win.coinminer,payload,Grim,95,1,,,
b8ad7a676f55f1c93bd83cf27ef568e54bd86c56,sha1_hash,2025-09-15 00:25:51,,win.salatstealer,payload,Grim,95,1,,,
bff96897d7ea3b6246ad0f95973945cd046bab4ce1aa8691062b2fc4283d994e,sha256_hash,2025-09-15 00:25:51,,win.salatstealer,payload,Grim,95,1,,,
5e44dddfbb8bcddff6231529beff64d1f5a20be2fde1356dd7a0c4e82a72a468,sha256_hash,2025-09-15 00:25:52,,win.dcrat,payload,Grim,95,1,,,
f55044e131b8a9003682218e403ec3df,md5_hash,2025-09-15 00:25:52,,win.dcrat,payload,Grim,95,1,,,
f47e694ae17294ab6f35a22f2109024c,md5_hash,2025-09-15 00:25:51,,win.xworm,payload,Grim,95,1,,,
0f0a8bddd6235075fc47749d34a7e9f2e414b191,sha1_hash,2025-09-15 00:25:53,,win.xenorat,payload,Grim,95,1,,,
7fa41bb3749b00147a791ab6e1f19f4057311b26,sha1_hash,2025-09-15 00:25:52,,win.dcrat,payload,Grim,95,1,,,
946eadd0bb167843dac95517d93c8b201679aaa7,sha1_hash,2025-09-15 00:25:53,,win.ufrstealer,payload,Grim,95,1,,,
234dae6411b0a2ceb80b3b2f552adc69f9ae369864279c5b6111d722534b13f8,sha256_hash,2025-09-15 00:25:53,,win.ufrstealer,payload,Grim,95,1,,,
08a2567e1caa3b15b18683236ae30223,md5_hash,2025-09-15 00:25:53,,win.ufrstealer,payload,Grim,95,1,,,
0a14897a0ccfa77d9c5c6323a25c06c4,md5_hash,2025-09-15 00:25:54,,win.xenorat,payload,Grim,95,1,,,
5c35c2032fddf850b491fdb0e03592dc53cc9e8f,sha1_hash,2025-09-15 00:25:54,,win.krakenkeylogger,payload,Grim,95,1,,,
8aab4fbc24a1374d0fd683da6e6d957665b9736f,sha1_hash,2025-09-15 00:25:55,,win.xworm,payload,Grim,95,1,,,
5c2c15fe6d139149fc5bb50d4f231a35efb9077b8e1f62c7425fe6138d173d90,sha256_hash,2025-09-15 00:25:55,,win.xworm,payload,Grim,95,1,,,
384afed09f41f19ce3b378a5e8955c13e8f5ba54ec0b6682a88fe45f42ddd9d1,sha256_hash,2025-09-15 00:25:54,,win.xenorat,payload,Grim,95,1,,,
c24f664303cf46a812706b9e98d3f714c9fd2eac83a54ad2e53681f103438b2d,sha256_hash,2025-09-15 00:25:55,,win.krakenkeylogger,payload,Grim,95,1,,,
6789b4b48ad430d6fbd8fd2c99e0d6fa,md5_hash,2025-09-15 00:25:55,,win.krakenkeylogger,payload,Grim,95,1,,,
ccf101ea9a1ae213b93a7d9b6dc7295803ec7003024966da49f5f7c8438a4145,sha256_hash,2025-09-15 00:25:56,,win.cobalt_strike,payload,Grim,95,1,,,
2d47ec6a10d7c6389bacd7413a4bef19,md5_hash,2025-09-15 00:25:56,,win.cobalt_strike,payload,Grim,95,1,,,
579298b63fc357b0e5d1bcbf86e70fef,md5_hash,2025-09-15 00:25:57,,win.luca_stealer,payload,Grim,95,1,,,
cb05c36a5f6a8a1f78be4fccf9baa05f,md5_hash,2025-09-15 00:25:56,,win.xworm,payload,Grim,95,1,,,
33a7ea307e997e0c791a9ac30285fc53d04c5740,sha1_hash,2025-09-15 00:25:56,,win.cobalt_strike,payload,Grim,95,1,,,
0b708dee40a46e9cd837d8e0f9779e2fe40b6423,sha1_hash,2025-09-15 00:25:57,,win.luca_stealer,payload,Grim,95,1,,,
b9a40d1f0aeeea140849d211ab77ab355adaa6aa1775e9a7bb4409c36c3d25ee,sha256_hash,2025-09-15 00:25:57,,win.luca_stealer,payload,Grim,95,1,,,
782cf491bb405300c366d6313cd4d720,md5_hash,2025-09-15 00:25:58,,win.luca_stealer,payload,Grim,95,1,,,
4196e5d0b4dca97ddc8622e3d6f22470fba2155a,sha1_hash,2025-09-15 00:25:58,,win.luca_stealer,payload,Grim,95,1,,,
839caa8f46e549e3e497139fff0de0d2acf91718,sha1_hash,2025-09-15 00:25:58,,win.luca_stealer,payload,Grim,95,1,,,
1421d669730ac9f067eb1845c26d76f2b9f371171058f9755436591de96332f7,sha256_hash,2025-09-15 00:25:58,,win.luca_stealer,payload,Grim,95,1,,,
77ebc6c3263c84dfb736157c3d7f077f,md5_hash,2025-09-15 00:25:59,,win.luca_stealer,payload,Grim,95,1,,,
03d3ac6db8d8dbb1baf0138c71be37b75b085e2b,sha1_hash,2025-09-15 00:25:59,,win.stealc,payload,Grim,95,1,,,
2a2613220f805ec9446b4d266c68b3a04e45cd6beb30d20a01d0675fdbf114e8,sha256_hash,2025-09-15 00:26:00,,win.stormkitty_rat,payload,Grim,95,1,,,
99daaf3eb084bae1a5f419b0ae649f2483a23533171ee51f2c7246685527d2e8,sha256_hash,2025-09-15 00:25:59,,win.luca_stealer,payload,Grim,95,1,,,
26dc688c89a1a55b01a780d44fb13a44c56dcbcf88e8cf0cc40e26006a102843,sha256_hash,2025-09-15 00:26:00,,win.stealc,payload,Grim,95,1,,,
8de91aff7c324a8886e1dcef7abd3774,md5_hash,2025-09-15 00:26:00,,win.stealc,payload,Grim,95,1,,,
3b099f56a695a30985e1f615265602564d628096,sha1_hash,2025-09-15 00:26:00,,win.stormkitty_rat,payload,Grim,95,1,,,
f4a7d44fe0bc4ab0b3510b281c64401a73019f9f,sha1_hash,2025-09-15 00:26:02,,win.xworm,payload,Grim,95,1,,,
3b4a5644746f4f973ae3acb42bd83132,md5_hash,2025-09-15 00:26:01,,win.stormkitty_rat,payload,Grim,95,1,,,
e3e732d9976d86f0d41a1243486c5cd340ecfe02,sha1_hash,2025-09-15 00:26:01,,win.gcleaner,payload,Grim,95,1,,,
e0c21356fdd99942e1d9e89f0afee73e5f14772bf5f8836ab8b96a997ba76768,sha256_hash,2025-09-15 00:26:02,,win.gcleaner,payload,Grim,95,1,,,
0521a12068e89b1482eadcadd0da0481,md5_hash,2025-09-15 00:26:02,,win.gcleaner,payload,Grim,95,1,,,
a31547cc0400474bfd1bbc7b3ff59381fbbbe277e443d853c78f2bd3931f7bc8,sha256_hash,2025-09-15 00:26:03,,win.xworm,payload,Grim,95,1,,,
bbebd7b3a146568ef4bb60101dd5ed85,md5_hash,2025-09-15 00:26:03,,win.xworm,payload,Grim,95,1,,,
6b45adb1aa842fba21ea297e78f04e56c7af8f46,sha1_hash,2025-09-15 00:26:03,,win.poscardstealer,payload,Grim,95,1,,,
05d4166da3bced152a9e1c9fd680fe97038f899d,sha1_hash,2025-09-15 00:26:04,,win.coinminer,payload,Grim,95,1,,,
9fd2b2df1f8c6ae82d50916c642019118ec3af56f650d8a9036c39f10d67ebeb,sha256_hash,2025-09-15 00:26:04,,win.coinminer,payload,Grim,95,1,,,
3aa0d97eb77f98f9dfda669e86e9993abba50ea995675b9f986a407c4f156e75,sha256_hash,2025-09-15 00:26:04,,win.poscardstealer,payload,Grim,95,1,,,
f00888a762b28af135d5c5d70301a5e1,md5_hash,2025-09-15 00:26:04,,win.poscardstealer,payload,Grim,95,1,,,
69d04dabb17e77d18d9f650c78a9df8577159d31,sha1_hash,2025-09-15 00:26:05,,win.lpeclient,payload,Grim,95,1,,,
470ee0d5bd2f72219b279026622cec0ebe3f5c1093bf9d2b2377dda85695968f,sha256_hash,2025-09-15 00:26:05,,win.lpeclient,payload,Grim,95,1,,,
fe7a1c494ef8c6a153d91c730aa7fc9e,md5_hash,2025-09-15 00:26:05,,win.lpeclient,payload,Grim,95,1,,,
3c2c8de15f990bc2189308fa36e9ab6b,md5_hash,2025-09-15 00:26:06,,win.coinminer,payload,Grim,95,1,,,
0a0a7b9363325fe408340c9c4f88ce89,md5_hash,2025-09-15 00:26:05,,win.coinminer,payload,Grim,95,1,,,
9cfdf3cf22f6f13435bf4875b8d10145,md5_hash,2025-09-15 00:26:07,,win.luca_stealer,payload,Grim,95,1,,,
e411ae7e56cd3d2de7fe5ebbe0f3bd4f5dd2336c,sha1_hash,2025-09-15 00:26:06,,win.coinminer,payload,Grim,95,1,,,
8fefb69d973b668a8c553cc6f3364abab385999d051995092d74ff2065b9e422,sha256_hash,2025-09-15 00:26:06,,win.coinminer,payload,Grim,95,1,,,
5ecc21009631e9aefaab8c10659e3f02f54d55fa,sha1_hash,2025-09-15 00:26:07,,win.luca_stealer,payload,Grim,95,1,,,
ccfeab18b40409a5f1d14d48e7b4208430b8cda6b6a65a431c2a38aaeadecd10,sha256_hash,2025-09-15 00:26:07,,win.luca_stealer,payload,Grim,95,1,,,
75ad1f30b7571830a5fb5688222e9333b91fdefea0b83170e8f5b3544851aebc,sha256_hash,2025-09-15 00:26:08,,win.luca_stealer,payload,Grim,95,1,,,
435a0319ce3fd57b2ce6d0f787677217,md5_hash,2025-09-15 00:26:08,,win.luca_stealer,payload,Grim,95,1,,,
7db1ff2ba056cf78b44b7f4677c535835b9221b1,sha1_hash,2025-09-15 00:26:08,,win.luca_stealer,payload,Grim,95,1,,,
5a6e2ff545b02e2632997900d5b20d386cdb04a4ef2061d307bfc6ce59b0e7e0,sha256_hash,2025-09-15 00:26:09,,win.purpleink,payload,Grim,95,1,,,
5d5afbaf8f46cea54798f62b1a19a957709fc50d,sha1_hash,2025-09-15 00:26:08,,win.luca_stealer,payload,Grim,95,1,,,
9189322be6bd0c59937393736b51c419,md5_hash,2025-09-15 00:26:09,,win.luca_stealer,payload,Grim,95,1,,,
78891ee11410df63193e77c93448b6b744ffae2f,sha1_hash,2025-09-15 00:26:09,,win.purpleink,payload,Grim,95,1,,,
3c2ef69aea6cb66957fb694c4aec987b9df428698be5336b3ac4b4acdbe122b6,sha256_hash,2025-09-15 00:26:09,,win.luca_stealer,payload,Grim,95,1,,,
65219d70f5c46785626f4bc9c88ea20ba4dd533c7e9af5cb166eeee07d4753ff,sha256_hash,2025-09-15 00:26:10,,win.supper,payload,Grim,95,1,,,
b7380d2e9c03619246fe6b1b14f7a219,md5_hash,2025-09-15 00:26:10,,win.supper,payload,Grim,95,1,,,
c4fd750cfc312f2ac2bb11938e3ef5d2,md5_hash,2025-09-15 00:26:11,,win.luca_stealer,payload,Grim,95,1,,,
65f7d8a2b486fcd15a6eb4e3b441bdb0,md5_hash,2025-09-15 00:26:10,,win.purpleink,payload,Grim,95,1,,,
0f668c743ae0326ccff97681e1f177b520d7813b,sha1_hash,2025-09-15 00:26:10,,win.supper,payload,Grim,95,1,,,
730d2f1b83c6e2b6b2df67dc6239e61a02853f1f,sha1_hash,2025-09-15 00:26:11,,win.luca_stealer,payload,Grim,95,1,,,
323005197b0df6bb3a0b1bd1b8ba9fda07b748922f121062cf320b3dc78b150a,sha256_hash,2025-09-15 00:26:11,,win.luca_stealer,payload,Grim,95,1,,,
cc54d67762bef5bfe5633dd9474b6667bf6a792d9e1335a2fce17b9d9c54659a,sha256_hash,2025-09-15 00:26:12,,win.luca_stealer,payload,Grim,95,1,,,
0d551e49237c68f5e9968a63fe697f59,md5_hash,2025-09-15 00:26:12,,win.luca_stealer,payload,Grim,95,1,,,
8124f5f3f1171883abd9f07844cb6e4c97a4e93f,sha1_hash,2025-09-15 00:26:12,,win.luca_stealer,payload,Grim,95,1,,,
25c7869d6cc0882b0a63821301ca0a75,md5_hash,2025-09-15 00:26:13,,win.luca_stealer,payload,Grim,95,1,,,
37124fb112c19b2c657eab8939ed3696718a94b9,sha1_hash,2025-09-15 00:26:13,,win.luca_stealer,payload,Grim,95,1,,,
fa984bd1091fb3b1c84d23cddb1d8626420be23f,sha1_hash,2025-09-15 00:26:12,,win.luca_stealer,payload,Grim,95,1,,,
51c30ce4b0a01250e2ca92dfcd9f3f782d4e812a,sha1_hash,2025-09-15 00:26:14,,win.luca_stealer,payload,Grim,95,1,,,
54138039e021c6c40952b557bf9e6268367126d6c5e6855e44cc946d55a3b65d,sha256_hash,2025-09-15 00:26:14,,win.luca_stealer,payload,Grim,95,1,,,
